42,20,1,9,42,42,20,1,9,20,1,42,20,9,9,1
31,31,9,9,42,23,23,23,31,31,23,42,42,9,42,9
1,33,39,45,45,1,45,33,33,1,39,39,39,1,33,45
37,37,9,9,42,4,37,37,42,42,9,4,9,42,4,4
21,21,14,21,14,20,4,4,20,21,20,20,4,4,14,14
37,11,37,22,11,22,30,30,22,30,11,11,30,37,22,37
13,36,13,25,36,15,13,25,15,25,25,36,15,15,13,36
1,30,35,37,37,35,35,30,1,30,37,1,35,1,30,37
42,50,50,40,50,40,40,30,50,30,30,42,30,42,42,40
6,20,16,33,16,6,33,33,20,16,16,33,6,20,6,20
23,23,40,20,40,20,40,20,23,30,30,40,23,20,30,30
20,4,23,42,20,42,42,4,4,23,23,20,20,4,42,23
23,31,23,6,23,6,23,6,31,31,1,6,1,1,31,1
37,14,14,36,14,1,36,14,37,36,1,1,1,37,36,37
25,25,4,25,50,23,23,4,4,50,50,23,25,50,23,4
21,21,35,39,42,42,39,35,35,35,39,21,42,42,21,39
4,33,20,29,29,20,33,33,4,29,33,20,4,20,29,4
22,45,42,42,42,45,45,15,15,42,22,45,15,22,15,22
42,30,30,16,42,16,33,16,33,16,33,42,42,33,30,30
30,30,30,23,11,20,20,30,11,23,11,23,23,20,11,20
40,40,42,42,33,33,33,20,42,20,40,33,20,42,40,20
40,40,14,9,9,14,30,14,40,30,14,9,40,30,30,9
15,15,39,15,39,15,39,42,42,42,1,42,39,1,1,1
9,20,45,21,9,45,20,21,45,9,20,45,20,21,9,21
6,20,25,25,25,4,25,4,20,6,6,20,4,4,6,20
16,29,16,29,29,11,16,29,36,36,36,16,11,11,11,36
31,1,4,31,1,30,31,31,1,30,1,30,4,4,30,4
22,13,22,23,13,22,13,37,37,23,23,37,13,23,22,37
35,42,1,42,35,9,42,1,35,9,1,9,35,1,9,42
23,35,35,29,35,29,29,23,39,23,39,23,35,39,39,29
45,45,45,16,29,16,36,36,36,16,29,29,29,45,36,16
29,20,20,4,20,33,29,33,20,29,33,29,4,4,4,33
33,37,37,20,37,20,29,29,33,20,33,33,29,29,37,20
42,25,42,4,4,40,25,25,4,40,25,4,40,40,42,42
29,39,23,39,29,39,23,29,37,23,23,37,39,37,37,29
36,30,30,4,4,36,30,4,35,35,36,4,35,30,36,35
14,33,33,42,14,31,33,31,31,14,42,33,31,42,42,14
25,33,25,22,22,33,33,20,25,20,22,20,20,22,25,33
30,4,4,37,4,37,4,30,42,42,30,42,42,37,30,37
42,15,1,42,1,29,42,29,15,42,15,29,1,29,1,15
1,33,1,4,29,29,4,33,4,29,33,1,4,1,29,33
13,42,13,29,6,42,6,42,13,6,6,42,29,13,29,29
30,21,21,1,1,50,30,50,50,30,50,21,30,1,21,1
45,11,45,16,16,20,20,16,11,20,11,16,45,45,11,20
22,20,22,9,9,9,29,29,20,29,22,20,29,22,20,9
20,30,30,23,29,29,30,20,29,23,29,30,20,23,20,23
35,1,1,25,25,40,40,40,35,25,35,35,25,40,1,1
21,45,21,21,45,45,14,14,45,15,15,21,14,15,15,14
30,9,39,30,39,31,31,9,30,30,39,31,31,9,9,39
1,4,33,33,33,1,16,16,4,4,1,1,4,16,16,33
30,50,30,11,50,50,36,50,30,36,11,36,36,11,11,30
33,6,6,9,6,33,4,9,9,33,4,33,9,6,4,4
22,20,22,23,23,29,29,29,20,20,23,20,22,29,23,22
4,4,29,23,4,29,40,4,40,40,29,23,29,23,23,40
13,29,13,29,9,29,29,13,1,9,1,1,13,1,9,9
4,1,50,1,30,4,1,50,4,1,50,4,30,30,50,30
37,29,33,33,40,29,37,33,29,40,40,29,37,33,40,37
11,13,31,13,4,4,31,11,4,13,13,11,31,31,4,11
37,20,37,40,25,40,37,25,20,25,40,20,40,20,37,25
20,33,23,20,23,14,14,20,33,23,14,14,20,23,33,33
16,33,15,15,16,33,21,21,15,16,15,21,16,33,33,21
37,30,20,30,39,30,39,20,37,39,37,30,20,39,20,37
6,4,23,4,4,6,9,23,6,6,9,23,23,4,9,9
45,35,45,45,9,37,45,35,37,9,37,37,35,35,9,9
33,4,4,13,45,13,13,33,45,13,4,4,45,33,45,33
22,30,22,30,25,25,29,25,30,29,29,22,29,25,30,22
1,9,33,33,36,33,36,1,9,9,1,1,36,33,9,36
1,4,42,4,1,29,29,29,1,42,42,4,1,4,42,29
4,1,30,21,4,30,21,30,21,21,1,1,1,4,4,30
14,50,16,23,50,14,50,23,23,14,16,16,14,16,50,23
30,30,15,31,15,15,20,20,30,15,31,20,31,20,30,31
33,33,9,9,37,37,20,37,20,33,37,20,33,9,9,20
9,40,40,42,23,9,42,9,23,42,9,23,23,40,40,42
39,42,39,6,6,39,6,11,6,11,39,11,11,42,42,42
23,30,30,33,33,33,30,9,9,9,23,9,30,33,23,23
9,9,20,20,20,42,4,9,42,42,42,20,9,4,4,4
25,40,25,40,39,13,39,13,25,39,13,40,40,13,39,25
15,36,35,35,15,36,37,15,37,37,36,35,37,35,15,36
45,45,40,40,16,16,1,40,45,40,1,16,45,1,1,16
4,1,1,29,1,4,29,29,37,37,29,4,4,1,37,37
30,33,30,14,21,30,33,33,30,21,21,14,33,14,21,14
50,11,6,50,6,11,31,31,11,11,31,6,31,6,50,50
22,20,22,9,9,9,29,29,20,29,22,20,29,22,20,9
42,40,42,30,30,6,42,6,30,42,30,40,6,6,40,40
29,42,9,9,4,4,4,42,4,29,42,29,9,42,29,9
40,22,15,33,33,22,40,40,22,22,15,15,33,33,40,15
20,42,20,14,42,29,42,29,29,29,20,42,14,20,14,14
16,16,16,33,45,36,36,45,45,36,33,16,33,33,36,45
29,29,39,29,50,39,50,29,13,50,39,13,50,13,13,39
9,23,9,23,11,9,11,29,29,23,9,29,11,29,11,23
31,33,31,33,30,33,25,30,30,25,31,25,30,33,25,31
20,42,42,37,37,4,42,37,4,42,20,4,37,20,20,4
42,20,40,20,30,30,42,40,30,42,40,40,42,20,30,20
22,23,4,45,45,4,22,4,23,23,45,45,22,23,4,22
30,9,9,9,40,30,30,9,30,40,33,33,33,40,40,33
50,4,29,29,50,4,4,42,4,29,42,29,42,42,50,50
21,36,21,37,36,37,29,36,29,29,37,21,37,21,29,36
15,1,15,15,15,1,1,23,39,39,23,1,23,23,39,39
31,31,4,37,37,4,16,37,31,16,16,31,16,37,4,4
4,37,25,20,20,37,25,37,4,4,20,20,4,37,25,25
14,42,13,13,14,1,42,14,1,13,13,14,1,42,42,1
15,40,9,15,9,15,9,30,30,40,9,30,40,30,40,15
37,1,29,1,1,33,33,37,29,29,1,29,37,33,37,33
42,14,14,42,25,25,25,1,42,14,1,1,14,42,25,1
42,21,6,21,42,42,6,22,22,6,21,6,22,42,22,21
1,11,33,45,1,33,33,45,45,11,11,11,33,1,1,45
1,23,1,23,4,40,1,23,1,4,40,23,40,4,4,40
37,35,42,42,42,37,29,29,35,35,42,29,37,29,37,35
42,4,13,4,13,4,30,4,42,42,30,30,42,30,13,13
29,23,39,29,50,50,23,39,50,23,39,29,29,39,23,50
30,23,37,4,30,4,23,37,30,37,30,4,23,23,4,37
31,29,31,29,29,13,31,31,20,20,20,20,13,29,13,13
1,1,33,42,42,1,50,50,50,33,1,33,42,42,50,33
29,39,11,35,29,39,11,35,39,11,11,35,29,29,35,39
29,29,30,20,30,29,20,23,30,30,23,20,29,20,23,23
40,20,40,15,40,20,15,23,23,40,20,15,23,15,20,23
29,29,9,9,29,37,9,37,29,37,30,37,30,9,30,30
33,14,33,4,9,9,4,14,9,9,14,4,4,33,14,33
35,35,35,40,23,45,23,35,40,23,45,45,45,40,23,40
21,36,9,36,9,21,50,50,21,21,36,50,36,50,9,9
9,9,23,37,23,9,11,11,37,11,37,23,23,9,11,37
23,15,22,22,16,15,15,22,16,22,23,16,23,23,16,15
4,25,6,4,25,31,4,31,6,25,6,4,6,31,25,31
23,33,37,29,23,23,33,37,29,29,33,37,37,29,23,33
29,13,13,39,29,39,4,4,4,29,39,39,29,13,13,4
30,23,20,29,29,29,29,30,23,20,23,23,30,30,20,20
30,9,33,9,37,37,30,37,33,33,9,30,33,9,30,37
23,23,23,33,20,20,20,23,29,33,29,33,20,29,33,29
23,30,42,30,13,23,30,30,42,13,23,13,13,42,23,42
15,20,4,15,20,20,20,4,15,15,42,4,4,42,42,42
6,31,31,23,23,31,40,40,6,23,31,40,6,6,23,40
39,4,30,39,9,9,30,9,4,30,4,39,4,9,30,39
45,40,40,50,40,50,40,45,50,4,4,4,50,45,45,4
23,36,36,36,22,29,23,29,29,22,36,22,29,23,22,23
11,11,33,33,33,11,37,1,37,11,37,1,1,1,37,33
9,9,1,9,1,1,9,23,1,16,16,16,16,23,23,23
1,30,9,23,23,9,23,9,23,1,9,30,1,1,30,30
37,4,4,31,20,37,4,31,20,20,20,31,37,4,37,31
25,6,42,14,14,25,14,25,6,6,25,14,42,42,6,42
40,9,9,9,40,9,15,15,37,40,37,37,15,37,15,40
30,20,4,30,33,4,30,33,20,4,20,20,33,33,30,4
11,22,39,40,22,39,40,11,11,22,39,22,40,40,39,11
45,1,37,1,45,1,37,35,1,37,45,45,35,35,35,37
50,1,1,33,29,1,29,50,33,29,50,50,33,29,33,1
33,30,9,20,33,9,20,33,9,30,30,9,20,20,30,33
36,22,37,22,37,37,22,22,9,9,9,36,36,9,37,36
16,30,30,1,1,16,30,4,16,1,4,30,1,16,4,4
9,9,4,4,45,45,45,4,45,9,9,13,13,4,13,13
29,39,37,37,25,25,29,39,25,29,37,25,29,37,39,39
14,33,1,33,14,29,1,1,33,29,1,14,29,29,33,14
40,50,29,4,40,29,4,50,4,4,40,40,29,29,50,50
23,23,35,33,23,35,30,33,33,23,30,33,35,30,30,35
21,31,21,21,37,6,31,31,6,21,31,6,6,37,37,37
29,11,15,15,15,37,37,11,11,29,15,11,29,29,37,37
42,42,6,42,30,1,1,30,6,6,30,6,1,42,1,30
9,37,30,30,37,30,42,9,9,37,42,30,9,42,42,37
20,50,20,29,20,29,29,31,20,31,31,50,29,50,50,31
30,29,16,1,16,1,1,16,29,30,16,30,29,30,29,1
1,35,25,25,22,22,35,35,35,25,1,1,22,1,25,22
13,45,29,29,40,13,29,13,40,29,40,13,45,45,45,40
15,9,21,9,33,15,15,21,33,9,15,33,9,21,33,21
36,39,39,33,33,20,36,36,20,33,33,39,36,20,20,39
37,14,23,37,9,23,14,14,9,37,23,37,23,9,14,9
1,40,29,29,40,1,29,40,11,40,1,1,11,29,11,11
42,42,42,30,21,30,21,1,1,21,21,1,1,30,30,42
14,42,42,9,30,9,30,30,14,9,42,30,42,14,14,9
20,30,20,42,42,11,11,30,30,11,20,42,20,11,30,42
13,33,15,35,33,33,33,15,35,13,35,35,15,15,13,13
36,37,37,33,50,50,33,37,37,50,50,33,33,36,36,36
22,4,22,25,22,25,29,4,22,29,29,25,29,4,25,4
37,4,37,4,39,4,45,39,37,37,39,45,4,45,45,39
37,37,1,6,29,37,1,37,1,29,29,1,6,6,6,29
23,4,9,23,23,23,9,4,37,4,37,37,9,37,9,4
20,33,20,20,40,9,33,9,33,9,40,20,40,33,40,9
22,22,37,22,9,22,15,15,9,15,37,9,37,37,15,9
16,4,9,42,16,4,16,4,42,16,42,42,9,9,9,4
36,29,21,29,37,36,21,36,37,37,29,29,37,21,36,21
40,1,13,1,42,40,42,1,13,13,1,40,42,13,42,40
11,14,39,39,14,31,31,39,11,11,39,14,14,31,31,11
6,50,6,42,35,6,42,6,42,42,35,50,35,50,50,35
9,29,29,25,20,9,20,29,25,20,25,9,20,9,29,25
1,45,20,42,20,45,42,20,1,42,45,1,20,45,42,1
37,37,40,30,40,20,30,20,37,40,37,30,40,20,20,30
1,30,1,23,23,23,30,20,20,1,20,30,1,30,20,23
15,15,29,25,13,13,29,29,15,25,29,25,13,25,15,13
6,42,9,6,22,9,22,22,42,22,9,6,6,42,42,9
37,16,35,37,16,35,16,35,37,4,35,37,16,4,4,4
1,42,23,20,20,42,1,23,23,42,1,20,20,42,1,23
29,40,39,11,11,11,11,29,39,29,39,29,40,40,39,40
23,33,30,33,30,33,23,14,23,14,33,14,30,14,30,23
36,36,4,4,45,29,29,45,36,4,29,29,4,45,45,36
30,50,30,9,42,42,42,30,9,50,50,9,50,42,30,9
4,4,4,23,29,1,23,29,23,1,29,1,4,1,23,29
21,40,31,40,21,31,40,31,23,23,21,31,23,40,23,21
13,4,36,13,13,36,14,4,36,14,4,13,14,14,4,36
22,30,30,22,22,42,42,42,29,29,30,29,42,29,30,22
11,1,37,1,31,11,37,11,37,31,1,37,11,31,1,31
4,9,9,40,33,4,9,40,4,33,9,33,40,4,40,33
37,37,29,35,1,29,1,29,35,37,35,35,1,37,1,29
20,37,1,20,1,33,20,33,37,20,37,33,33,1,1,37
40,33,20,1,40,20,20,33,1,1,33,1,40,33,20,40
29,29,16,15,15,15,16,15,25,25,29,16,16,29,25,25
45,4,4,45,39,39,45,30,30,39,45,30,30,39,4,4
29,42,6,6,42,6,29,6,50,42,50,50,29,50,42,29
22,22,37,22,40,37,37,22,40,40,1,1,40,1,37,1
11,16,16,11,11,20,16,25,16,20,20,11,25,25,25,20
33,42,45,4,45,45,33,33,4,4,45,33,42,4,42,42
30,23,37,37,30,50,30,37,23,50,23,23,37,30,50,50
30,30,23,29,13,13,23,30,23,23,29,30,13,29,13,29
1,31,23,23,31,1,39,39,39,39,31,31,23,23,1,1
36,35,21,36,21,40,36,35,36,40,35,40,40,21,35,21
15,42,6,6,15,42,6,23,23,15,23,23,42,15,42,6
9,33,42,42,14,42,9,9,33,42,14,14,9,33,14,33
9,20,42,9,20,42,42,20,33,20,9,33,33,42,9,33
39,23,9,1,9,1,9,9,23,1,39,1,39,39,23,23
9,45,42,9,9,21,45,45,42,21,45,42,9,21,21,42
33,29,33,1,29,37,37,1,37,29,1,33,37,29,1,33
40,40,6,40,6,33,1,1,6,1,40,6,1,33,33,33
30,37,37,33,33,30,30,33,37,4,33,4,37,30,4,4
9,1,1,1,22,22,25,22,9,9,25,22,1,25,25,9
29,30,29,20,23,23,29,30,20,23,23,30,29,20,30,20
11,36,11,36,11,16,36,16,11,16,39,16,39,39,39,36
29,50,29,35,29,35,15,50,29,50,15,35,15,50,35,15
14,9,13,9,13,31,9,31,13,31,9,13,14,14,14,31
42,20,42,1,30,20,30,42,30,30,1,1,42,20,1,20
9,20,9,29,20,14,20,9,20,29,29,29,14,9,14,14
25,1,50,1,50,50,13,13,25,25,1,1,13,50,25,13
33,23,23,4,33,4,4,33,23,15,23,15,15,4,15,33
29,29,30,1,42,42,29,1,30,1,29,42,30,30,1,42
30,1,40,1,40,30,40,45,1,40,30,30,1,45,45,45
30,37,11,37,23,37,30,30,11,11,23,23,23,37,30,11
33,31,33,20,33,31,31,20,6,6,20,6,20,6,31,33
37,37,16,4,37,16,4,33,4,33,33,33,16,16,4,37
21,22,35,22,21,21,40,35,40,40,40,35,22,22,35,21
36,29,20,36,4,20,29,20,36,29,36,4,4,4,20,29
42,1,45,1,15,45,1,45,1,45,15,42,42,15,15,42
37,23,33,37,33,37,23,30,33,23,30,23,30,30,37,33
23,29,29,29,11,23,23,13,23,13,11,11,11,29,13,13
4,33,4,33,4,33,22,35,4,22,22,22,35,33,35,35
40,50,14,14,14,6,50,6,50,6,6,14,50,40,40,40
42,9,37,37,40,9,9,42,42,40,40,42,37,40,9,37
4,4,23,29,31,29,29,31,23,23,4,31,4,31,23,29
39,36,36,36,16,37,39,37,39,16,16,37,36,39,16,37
4,21,20,23,21,4,21,4,23,23,4,20,21,23,20,20
1,1,40,33,33,1,40,40,4,33,4,4,4,33,40,1
42,30,1,30,42,1,29,30,29,42,29,29,42,1,1,30
37,23,11,11,23,45,37,11,23,37,37,45,45,23,11,45
23,37,37,23,37,1,29,29,1,1,1,29,29,23,23,37
33,23,23,23,23,9,9,9,33,33,9,33,22,22,22,22
9,29,9,30,29,1,1,30,30,1,29,9,1,30,9,29
